"orderid","employee","order_date","required_date","shipped_date","shipper","freight","customer","city","country","product","category","current_price","ordered_price","quantity","discount","total_sale_price"
10762,"Janet Leverling","1997-12-02","1997-12-30","1997-12-09","Speedy Express","328.74","Folk och fä HB","Bräcke","Sweden","Gnocchi di nonna Alice","Grains/Cereals","38","38",60,"0","2280.00"
10763,"Janet Leverling","1997-12-03","1997-12-31","1997-12-08","Federal Shipping","37.35","Folies gourmandes","Lille","France","Sir Rodney's Scones","Confections","10","10",40,"0","400.00"
10763,"Janet Leverling","1997-12-03","1997-12-31","1997-12-08","Federal Shipping","37.35","Folies gourmandes","Lille","France","Gustaf's Knäckebröd","Grains/Cereals","21","21",6,"0","126.00"
10763,"Janet Leverling","1997-12-03","1997-12-31","1997-12-08","Federal Shipping","37.35","Folies gourmandes","Lille","France","Guaraná Fantástica","Beverages","4.5","4.5",20,"0","90.00"
10764,"Michael Suyama","1997-12-03","1997-12-31","1997-12-08","Federal Shipping","145.45","Ernst Handel","Graz","Austria","Aniseed Syrup","Condiments","10","10",20,"0.1","180.00"
10764,"Michael Suyama","1997-12-03","1997-12-31","1997-12-08","Federal Shipping","145.45","Ernst Handel","Graz","Austria","Chartreuse verte","Beverages","18","18",130,"0.1","2106.00"
10765,"Janet Leverling","1997-12-04","1998-01-01","1997-12-09","Federal Shipping","42.74","QUICK-Stop","Cunewalde","Germany","Louisiana Fiery Hot Pepper Sauce","Condiments","21.05","21.05",80,"0.1","1515.60"
10766,"Margaret Peacock","1997-12-05","1998-01-02","1997-12-09","Speedy Express","157.55","Ottilies Käseladen","Köln","Germany","Chang","Beverages","19","19",40,"0","760.00"
10766,"Margaret Peacock","1997-12-05","1998-01-02","1997-12-09","Speedy Express","157.55","Ottilies Käseladen","Köln","Germany","Uncle Bob's Organic Dried Pears","Produce","30","30",35,"0","1050.00"
10766,"Margaret Peacock","1997-12-05","1998-01-02","1997-12-09","Speedy Express","157.55","Ottilies Käseladen","Köln","Germany","Scottish Longbreads","Confections","12.5","12.5",40,"0","500.00"
10767,"Margaret Peacock","1997-12-05","1998-01-02","1997-12-15","Federal Shipping","1.59","Suprêmes délices","Charleroi","Belgium","Singaporean Hokkien Fried Mee","Grains/Cereals","14","14",2,"0","28.00"
10768,"Janet Leverling","1997-12-08","1998-01-05","1997-12-15","United Package","146.32","Around the Horn","London","UK","Gustaf's Knäckebröd","Grains/Cereals","21","21",4,"0","84.00"
10768,"Janet Leverling","1997-12-08","1998-01-05","1997-12-15","United Package","146.32","Around the Horn","London","UK","Gorgonzola Telino","Dairy Products","12.5","12.5",50,"0","625.00"
10768,"Janet Leverling","1997-12-08","1998-01-05","1997-12-15","United Package","146.32","Around the Horn","London","UK","Camembert Pierrot","Dairy Products","34","34",15,"0","510.00"
10768,"Janet Leverling","1997-12-08","1998-01-05","1997-12-15","United Package","146.32","Around the Horn","London","UK","Flotemysost","Dairy Products","21.5","21.5",12,"0","258.00"
10769,"Janet Leverling","1997-12-08","1998-01-05","1997-12-12","Speedy Express","65.06","Vaffeljernet","Århus","Denmark","Jack's New England Clam Chowder","Seafood","9.65","9.65",30,"0.05","275.02"
10769,"Janet Leverling","1997-12-08","1998-01-05","1997-12-12","Speedy Express","65.06","Vaffeljernet","Århus","Denmark","Filo Mix","Grains/Cereals","7","7",15,"0.05","99.75"
10769,"Janet Leverling","1997-12-08","1998-01-05","1997-12-12","Speedy Express","65.06","Vaffeljernet","Århus","Denmark","Sirop d'érable","Condiments","28.5","28.5",20,"0","570.00"
10769,"Janet Leverling","1997-12-08","1998-01-05","1997-12-12","Speedy Express","65.06","Vaffeljernet","Århus","Denmark","Tarte au sucre","Confections","49.3","49.3",15,"0","739.50"
10770,"Laura Callahan","1997-12-09","1998-01-06","1997-12-17","Federal Shipping","5.32","Hanari Carnes","Rio de Janeiro","Brazil","Queso Cabrales","Dairy Products","21","21",15,"0.25","236.25"
10771,"Anne Dodsworth","1997-12-10","1998-01-07","1998-01-02","United Package","11.19","Ernst Handel","Graz","Austria","Flotemysost","Dairy Products","21.5","21.5",16,"0","344.00"
10772,"Janet Leverling","1997-12-10","1998-01-07","1997-12-19","United Package","91.28","Lehmanns Marktstand","Frankfurt a.M.","Germany","Thüringer Rostbratwurst","Meat/Poultry","123.79","123.79",18,"0","2228.22"
10772,"Janet Leverling","1997-12-10","1998-01-07","1997-12-19","United Package","91.28","Lehmanns Marktstand","Frankfurt a.M.","Germany","Raclette Courdavault","Dairy Products","55","55",25,"0","1375.00"
10773,"Nancy Davolio","1997-12-11","1998-01-08","1997-12-16","Federal Shipping","96.43","Ernst Handel","Graz","Austria","Alice Mutton","Meat/Poultry","39","39",33,"0","1287.00"
10773,"Nancy Davolio","1997-12-11","1998-01-08","1997-12-16","Federal Shipping","96.43","Ernst Handel","Graz","Austria","Gorgonzola Telino","Dairy Products","12.5","12.5",70,"0.2","700.00"
10773,"Nancy Davolio","1997-12-11","1998-01-08","1997-12-16","Federal Shipping","96.43","Ernst Handel","Graz","Austria","Rhönbräu Klosterbier","Beverages","7.75","7.75",7,"0.2","43.40"
10774,"Margaret Peacock","1997-12-11","1997-12-25","1997-12-12","Speedy Express","48.2","Folk och fä HB","Bräcke","Sweden","Gorgonzola Telino","Dairy Products","12.5","12.5",2,"0.25","18.75"
10774,"Margaret Peacock","1997-12-11","1997-12-25","1997-12-12","Speedy Express","48.2","Folk och fä HB","Bräcke","Sweden","Louisiana Hot Spiced Okra","Condiments","17","17",50,"0","850.00"
10775,"Robert King","1997-12-12","1998-01-09","1997-12-26","Speedy Express","20.25","The Cracker Box","Butte","USA","Ikura","Seafood","31","31",6,"0","186.00"
10775,"Robert King","1997-12-12","1998-01-09","1997-12-26","Speedy Express","20.25","The Cracker Box","Butte","USA","Laughing Lumberjack Lager","Beverages","14","14",3,"0","42.00"
10776,"Nancy Davolio","1997-12-15","1998-01-12","1997-12-18","Federal Shipping","351.53","Ernst Handel","Graz","Austria","Gorgonzola Telino","Dairy Products","12.5","12.5",16,"0.05","190.00"
10776,"Nancy Davolio","1997-12-15","1998-01-12","1997-12-18","Federal Shipping","351.53","Ernst Handel","Graz","Austria","Singaporean Hokkien Fried Mee","Grains/Cereals","14","14",12,"0.05","159.60"
10776,"Nancy Davolio","1997-12-15","1998-01-12","1997-12-18","Federal Shipping","351.53","Ernst Handel","Graz","Austria","Rogede sild","Seafood","9.5","9.5",27,"0.05","243.67"
10776,"Nancy Davolio","1997-12-15","1998-01-12","1997-12-18","Federal Shipping","351.53","Ernst Handel","Graz","Austria","Manjimup Dried Apples","Produce","53","53",120,"0.05","6042.00"
10777,"Robert King","1997-12-15","1997-12-29","1998-01-21","United Package","3.01","Gourmet Lanchonetes","Campinas","Brazil","Singaporean Hokkien Fried Mee","Grains/Cereals","14","14",20,"0.2","224.00"
10778,"Janet Leverling","1997-12-16","1998-01-13","1997-12-24","Speedy Express","6.79","Berglunds snabbköp","Luleå","Sweden","Jack's New England Clam Chowder","Seafood","9.65","9.65",10,"0","96.50"
10779,"Janet Leverling","1997-12-16","1998-01-13","1998-01-14","United Package","58.13","Morgenstern Gesundkost","Leipzig","Germany","Pavlova","Confections","17.45","17.45",20,"0","349.00"
10779,"Janet Leverling","1997-12-16","1998-01-13","1998-01-14","United Package","58.13","Morgenstern Gesundkost","Leipzig","Germany","Tarte au sucre","Confections","49.3","49.3",20,"0","986.00"
10780,"Andrew Fuller","1997-12-16","1997-12-30","1997-12-25","Speedy Express","42.13","LILA-Supermercado","Barquisimeto","Venezuela","Outback Lager","Beverages","15","15",35,"0","525.00"
10780,"Andrew Fuller","1997-12-16","1997-12-30","1997-12-25","Speedy Express","42.13","LILA-Supermercado","Barquisimeto","Venezuela","Original Frankfurter grüne Soße","Condiments","13","13",15,"0","195.00"
10781,"Andrew Fuller","1997-12-17","1998-01-14","1997-12-19","Federal Shipping","73.16","Wartian Herkku","Oulu","Finland","Tourtière","Meat/Poultry","7.45","7.45",3,"0.2","17.88"
10781,"Andrew Fuller","1997-12-17","1998-01-14","1997-12-19","Federal Shipping","73.16","Wartian Herkku","Oulu","Finland","Gnocchi di nonna Alice","Grains/Cereals","38","38",20,"0.2","608.00"
10781,"Andrew Fuller","1997-12-17","1998-01-14","1997-12-19","Federal Shipping","73.16","Wartian Herkku","Oulu","Finland","Longlife Tofu","Produce","10","10",35,"0","350.00"
10782,"Anne Dodsworth","1997-12-17","1998-01-14","1997-12-22","Federal Shipping","1.1","Cactus Comidas para llevar","Buenos Aires","Argentina","Gorgonzola Telino","Dairy Products","12.5","12.5",1,"0","12.50"
10783,"Margaret Peacock","1997-12-18","1998-01-15","1997-12-19","United Package","124.98","Hanari Carnes","Rio de Janeiro","Brazil","Gorgonzola Telino","Dairy Products","12.5","12.5",10,"0","125.00"
10783,"Margaret Peacock","1997-12-18","1998-01-15","1997-12-19","United Package","124.98","Hanari Carnes","Rio de Janeiro","Brazil","Côte de Blaye","Beverages","263.5","263.5",5,"0","1317.50"
10784,"Margaret Peacock","1997-12-18","1998-01-15","1997-12-22","Federal Shipping","70.09","Magazzini Alimentari Riuniti","Bergamo","Italy","Inlagd Sill","Seafood","19","19",30,"0","570.00"
10784,"Margaret Peacock","1997-12-18","1998-01-15","1997-12-22","Federal Shipping","70.09","Magazzini Alimentari Riuniti","Bergamo","Italy","Chartreuse verte","Beverages","18","18",2,"0.15","30.60"
10784,"Margaret Peacock","1997-12-18","1998-01-15","1997-12-22","Federal Shipping","70.09","Magazzini Alimentari Riuniti","Bergamo","Italy","Mozzarella di Giovanni","Dairy Products","34.8","34.8",30,"0.15","887.40"
10785,"Nancy Davolio","1997-12-18","1998-01-15","1997-12-24","Federal Shipping","1.51","GROSELLA-Restaurante","Caracas","Venezuela","Ikura","Seafood","31","31",10,"0","310.00"
10785,"Nancy Davolio","1997-12-18","1998-01-15","1997-12-24","Federal Shipping","1.51","GROSELLA-Restaurante","Caracas","Venezuela","Rhönbräu Klosterbier","Beverages","7.75","7.75",10,"0","77.50"
10786,"Laura Callahan","1997-12-19","1998-01-16","1997-12-23","Speedy Express","110.87","Queen Cozinha","Sao Paulo","Brazil","Northwoods Cranberry Sauce","Condiments","40","40",30,"0.2","960.00"
10786,"Laura Callahan","1997-12-19","1998-01-16","1997-12-23","Speedy Express","110.87","Queen Cozinha","Sao Paulo","Brazil","Nord-Ost Matjeshering","Seafood","25.89","25.89",15,"0.2","310.68"
10786,"Laura Callahan","1997-12-19","1998-01-16","1997-12-23","Speedy Express","110.87","Queen Cozinha","Sao Paulo","Brazil","Rhönbräu Klosterbier","Beverages","7.75","7.75",42,"0.2","260.40"
10787,"Andrew Fuller","1997-12-19","1998-01-02","1997-12-26","Speedy Express","249.93","La maison d'Asie","Toulouse","France","Chang","Beverages","19","19",15,"0.05","270.75"
10787,"Andrew Fuller","1997-12-19","1998-01-02","1997-12-26","Speedy Express","249.93","La maison d'Asie","Toulouse","France","Thüringer Rostbratwurst","Meat/Poultry","123.79","123.79",20,"0.05","2352.01"
10788,"Nancy Davolio","1997-12-22","1998-01-19","1998-01-19","United Package","42.7","QUICK-Stop","Cunewalde","Germany","Teatime Chocolate Biscuits","Confections","9.2","9.2",50,"0.05","437.00"
10788,"Nancy Davolio","1997-12-22","1998-01-19","1998-01-19","United Package","42.7","QUICK-Stop","Cunewalde","Germany","Rhönbräu Klosterbier","Beverages","7.75","7.75",40,"0.05","294.50"
10789,"Nancy Davolio","1997-12-22","1998-01-19","1997-12-31","United Package","100.6","Folies gourmandes","Lille","France","Carnarvon Tigers","Seafood","62.5","62.5",30,"0","1875.00"
10789,"Nancy Davolio","1997-12-22","1998-01-19","1997-12-31","United Package","100.6","Folies gourmandes","Lille","France","Steeleye Stout","Beverages","18","18",15,"0","270.00"
10789,"Nancy Davolio","1997-12-22","1998-01-19","1997-12-31","United Package","100.6","Folies gourmandes","Lille","France","Vegie-spread","Condiments","43.9","43.9",30,"0","1317.00"
10789,"Nancy Davolio","1997-12-22","1998-01-19","1997-12-31","United Package","100.6","Folies gourmandes","Lille","France","Scottish Longbreads","Confections","12.5","12.5",18,"0","225.00"
10790,"Michael Suyama","1997-12-22","1998-01-19","1997-12-26","Speedy Express","28.23","Gourmet Lanchonetes","Campinas","Brazil","Uncle Bob's Organic Dried Pears","Produce","30","30",3,"0.15","76.50"
10790,"Michael Suyama","1997-12-22","1998-01-19","1997-12-26","Speedy Express","28.23","Gourmet Lanchonetes","Campinas","Brazil","Gnocchi di nonna Alice","Grains/Cereals","38","38",20,"0.15","646.00"
10791,"Michael Suyama","1997-12-23","1998-01-20","1998-01-01","United Package","16.85","Frankenversand","München","Germany","Thüringer Rostbratwurst","Meat/Poultry","123.79","123.79",14,"0.05","1646.41"
10791,"Michael Suyama","1997-12-23","1998-01-20","1998-01-01","United Package","16.85","Frankenversand","München","Germany","Jack's New England Clam Chowder","Seafood","9.65","9.65",20,"0.05","183.35"
10792,"Nancy Davolio","1997-12-23","1998-01-20","1997-12-31","Federal Shipping","23.79","Wolski  Zajazd","Warszawa","Poland","Chang","Beverages","19","19",10,"0","190.00"
10792,"Nancy Davolio","1997-12-23","1998-01-20","1997-12-31","Federal Shipping","23.79","Wolski  Zajazd","Warszawa","Poland","Tourtière","Meat/Poultry","7.45","7.45",3,"0","22.35"
10792,"Nancy Davolio","1997-12-23","1998-01-20","1997-12-31","Federal Shipping","23.79","Wolski  Zajazd","Warszawa","Poland","Scottish Longbreads","Confections","12.5","12.5",15,"0","187.50"
10793,"Janet Leverling","1997-12-24","1998-01-21","1998-01-08","Federal Shipping","4.52","Around the Horn","London","UK","Jack's New England Clam Chowder","Seafood","9.65","9.65",14,"0","135.10"
10793,"Janet Leverling","1997-12-24","1998-01-21","1998-01-08","Federal Shipping","4.52","Around the Horn","London","UK","Filo Mix","Grains/Cereals","7","7",8,"0","56.00"
10794,"Michael Suyama","1997-12-24","1998-01-21","1998-01-02","Speedy Express","21.49","Que Delícia","Rio de Janeiro","Brazil","Tofu","Produce","23.25","23.25",15,"0.2","279.00"
10794,"Michael Suyama","1997-12-24","1998-01-21","1998-01-02","Speedy Express","21.49","Que Delícia","Rio de Janeiro","Brazil","Tourtière","Meat/Poultry","7.45","7.45",6,"0.2","35.76"
10795,"Laura Callahan","1997-12-24","1998-01-21","1998-01-20","United Package","126.66","Ernst Handel","Graz","Austria","Pavlova","Confections","17.45","17.45",65,"0","1134.25"
10795,"Laura Callahan","1997-12-24","1998-01-21","1998-01-20","United Package","126.66","Ernst Handel","Graz","Austria","Alice Mutton","Meat/Poultry","39","39",35,"0.25","1023.75"
10796,"Janet Leverling","1997-12-25","1998-01-22","1998-01-14","Speedy Express","26.52","HILARION-Abastos","San Cristóbal","Venezuela","Gumbär Gummibärchen","Confections","31.23","31.23",21,"0.2","524.66"
10796,"Janet Leverling","1997-12-25","1998-01-22","1998-01-14","Speedy Express","26.52","HILARION-Abastos","San Cristóbal","Venezuela","Gula Malacca","Condiments","19.45","19.45",10,"0","194.50"
10796,"Janet Leverling","1997-12-25","1998-01-22","1998-01-14","Speedy Express","26.52","HILARION-Abastos","San Cristóbal","Venezuela","Wimmers gute Semmelknödel","Grains/Cereals","33.25","33.25",35,"0.2","931.00"
10796,"Janet Leverling","1997-12-25","1998-01-22","1998-01-14","Speedy Express","26.52","HILARION-Abastos","San Cristóbal","Venezuela","Gudbrandsdalsost","Dairy Products","36","36",24,"0.2","691.20"
10797,"Robert King","1997-12-25","1998-01-22","1998-01-05","United Package","33.35","Drachenblut Delikatessen","Aachen","Germany","Queso Cabrales","Dairy Products","21","21",20,"0","420.00"
10798,"Andrew Fuller","1997-12-26","1998-01-23","1998-01-05","Speedy Express","2.33","Island Trading","Cowes","UK","Tarte au sucre","Confections","49.3","49.3",2,"0","98.60"
10798,"Andrew Fuller","1997-12-26","1998-01-23","1998-01-05","Speedy Express","2.33","Island Trading","Cowes","UK","Mozzarella di Giovanni","Dairy Products","34.8","34.8",10,"0","348.00"
10799,"Anne Dodsworth","1997-12-26","1998-02-06","1998-01-05","Federal Shipping","30.76","Königlich Essen","Brandenburg","Germany","Konbu","Seafood","6","6",20,"0.15","102.00"
10799,"Anne Dodsworth","1997-12-26","1998-02-06","1998-01-05","Federal Shipping","30.76","Königlich Essen","Brandenburg","Germany","Guaraná Fantástica","Beverages","4.5","4.5",20,"0.15","76.50"
10799,"Anne Dodsworth","1997-12-26","1998-02-06","1998-01-05","Federal Shipping","30.76","Königlich Essen","Brandenburg","Germany","Raclette Courdavault","Dairy Products","55","55",25,"0","1375.00"
10800,"Nancy Davolio","1997-12-26","1998-01-23","1998-01-05","Federal Shipping","137.44","Seven Seas Imports","London","UK","Queso Cabrales","Dairy Products","21","21",50,"0.1","945.00"
10800,"Nancy Davolio","1997-12-26","1998-01-23","1998-01-05","Federal Shipping","137.44","Seven Seas Imports","London","UK","Manjimup Dried Apples","Produce","53","53",10,"0.1","477.00"
10800,"Nancy Davolio","1997-12-26","1998-01-23","1998-01-05","Federal Shipping","137.44","Seven Seas Imports","London","UK","Tourtière","Meat/Poultry","7.45","7.45",7,"0.1","46.93"
10801,"Margaret Peacock","1997-12-29","1998-01-26","1997-12-31","United Package","97.09","Bólido Comidas preparadas","Madrid","Spain","Alice Mutton","Meat/Poultry","39","39",40,"0.25","1170.00"
10801,"Margaret Peacock","1997-12-29","1998-01-26","1997-12-31","United Package","97.09","Bólido Comidas preparadas","Madrid","Spain","Thüringer Rostbratwurst","Meat/Poultry","123.79","123.79",20,"0.25","1856.85"
10802,"Margaret Peacock","1997-12-29","1998-01-26","1998-01-02","United Package","257.26","Simons bistro","Kobenhavn","Denmark","Nord-Ost Matjeshering","Seafood","25.89","25.89",25,"0.25","485.44"
10802,"Margaret Peacock","1997-12-29","1998-01-26","1998-01-02","United Package","257.26","Simons bistro","Kobenhavn","Denmark","Manjimup Dried Apples","Produce","53","53",30,"0.25","1192.50"
